transcripts,tags,speaker,intent
affirm indigo niner,O B-CALLSIGN I-CALLSIGN,pilot,readback
"switch over to singapore ground one two one point seven two , air india nine three eight two six welcome",O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GREETING,pilot,readback
"avianca four five two expedite juliet four , hold short of whiskey",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY,controller,taxi
"south african seven seven niner , behind jetstar airbus ythree two zero on you left sierra hold short of quebec niner",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-QUALIFIER B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,traffic
eastern china three three three niner six behind srilankan acrbus three wo zero from lft to right taxi via lima six hold short of india five one runway zero two left,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-QUALIFIER B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER B-ACTION O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,traffic
"indonesia six two three ofur one behind the vacating garuda boeing seven three eight from right to left , taxi to delta five eight hold short juliet six seven runway zero two center",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-ACTION B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER O B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,traffic
"jordanian five zero two three eight , singapore tower good afternoon recleared quebec , holding point zulu one , runway two zero center",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING B-ACTION B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"nepal niner zero four three , cathay pacific airbus three five nine on your left will be taxiing off shortly , once traffic is cleared proceed foxtrot , holding point uniform tree six",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER O O B-ACTION O O O O O O O B-ACTION B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
roger scanwing tree one two,O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
india seven niner taxi to bravo zero two left canada seven nine three six nnie good day,B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION O B-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GREETING I-GREETING,pilot,readback
"egyptair tree niner whiskey , tsen whiskey zero hold short of mike tree runway zero two right",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-TAXIWAY O O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"xiamenair four three , bangkok air airbus three one nine on your left will be taxiing off shortly , once traffic is cleared , taxi yankee tree five hold short to foxtrot",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER O O B-ACTION O O O O O O O O B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY,controller,traffic
"kmile thref , behind the vacating garuda sedven three eight from right to left , taxi via xray tree hold short of mike runway zeor two right",B-CALLSIGN I-CALLSIGN O O O B-ACTION B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER O B-ACTION O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,traffic
"xiamen air two nine niner nine number one to airbus three three zero on your right , echo three , hold short to delta six five",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"parking apron golf two left , victor six tree charlie six six , hold short zulu one , silk air two one",B-GATE I-GATE I-GATE I-GATE I-GATE O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"india two zero eight ground , good evening xray , delta tree nwner holding point runway two zero left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER O B-GREETING I-GREETING B-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
oscar seven tree taxi delta five two air fly eight eight five,B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"iceland one eight two zero one taxi to xray , then xray two then echo tree trvee , xray zero eight holding point runway two zero right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY O O B-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
contact ground one two two point five five bangkokair four one,B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
lion one five five two traffic ahead will be taxiing off shortly taxi via yankee hold short of bravo niner seven,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-QUALIFIER O O O O O B-ACTION O B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"xiamenair tree , behind the vacating qantas boeing seven eight seven o your right , taxi to yankee four two holding point mike runway zero two center",B-CALLSIGN I-CALLSIGN O O O B-ACTION B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER O B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,traffic
"koreanair three six four foxtrot seven , hold short of brvao niner three",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
azul nine seven four six one taxi mike three nine hold short of quebec two,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"copy pushback approved , wagonair seven six",O O B-STATUS O B-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
scoot one four one expedite victor hold short of whiskey three eight,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"gulfair tree five two six singapore air on your left will be taxiing off shortly once traffic is cleared recleared julikt niner , holding point charlie",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-VEHICLE I-VEHICLE O O B-QUALIFIER O O B-ACTION O O O O O O B-ACTION B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY,controller,traffic
"ana four six four zero nine recleared bravo seven trxee , holding point echo six",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY,controller,taxi
"jetstar two nine tree one five , hold short to echo three , switch over to tower one wto one decimal seven two , welcome",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY O O O O B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING,controller,taxi
"caribbean nine zero continue juliet seven eight , mike five seven , to lima three nine , november zero holding point runway two zero right",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"singapore niner traffic is jetstar airbus hree two zecrqo , taxiing on juliet seven seven confirm your traffic in sigth",B-CALLSIGN I-CALLSIGN O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O O O,controller,traffic
malaysia four two zero behind the vacating singapore airline on your left taxi via xray one tree hold short to oango runway zero two right,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-ACTION B-VEHICLE I-VEHICLE O O B-QUALIFIER B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,traffic
alpha holding point one one eight six saudia two nine four niner niner,B-TAXIWAY B-ACTION I-ACTION O O O O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"scooter four zero four six traffic is jetstar airbus three two zero , taxiing on victor tree from left to right confirm your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-ACTION O B-TAXIWAY I-TAXIWAY O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O O O O,controller,traffic
"portugalair one six siyx one , singapore tower morning , taxi to papa eight , hold short romeo runway zero two center",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER B-GREETING O B-ACTION O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"good morning , switch over to singapore ground , one two two decimal five five , indonesia four tree zero one",B-GREETING I-GREETING O O O O B-CONTROLLER I-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
qatar five nine nine eight yankee hold short of xray niner five,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
lion three tree three victor six hold short of india five runway zero two right,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"allnippon seven taxi via oscar niner oscar , hold short golf eight two runway two zero left",B-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY O O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"jetstar asia tree nine , traffic yahead will be taxiing off shortly recleared alpha three one , hold short whiskey",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-QUALIFIER O O O O O B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY,controller,traffic
fairfax two four bangkok air airbus three one nine on your right iwll be taxiing off shortly once traffic is cleared taxi quebec hold short of golf,B-CALLSIGN I-CALLSIGN I-CALLSIGN B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER O O B-ACTION O O O O O O B-ACTION B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY,controller,traffic
"condor two six two , behind singapore irbus three five nine taxi to golf ome eight , hold short to mike eight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-QUALIFIER B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,traffic
"pia eight zero nine one number tw behiqd jetstar asia airbus three two zero on your left , taxi via kilo three , hold short to yankee",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-QUALIFIER B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER O B-ACTION O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY,controller,traffic
"transnusa nine seven behind singapore airline from left to right , recleared hotel , hold short papa five six",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-QUALIFIER B-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER O B-ACTION B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"air asia two traffic ahead will be taxiing off shortly , taxi via juliet zero hold short oscar eigpt zerqo",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-QUALIFIER O O O O O O B-ACTION O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
echo seven oscar okay jet blue nine,B-TAXIWAY I-TAXIWAY B-TAXIWAY O B-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
baehind singapore one five four from right to left taxi yankee one oscar four hold short of mike angkor eight five iner tree niner,B-QUALIFIER B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O O O B-ACTION B-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
scanwing five tree seven zero proceed whiskey four tree whiskey hold short to india seven seven,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
flynas niner five four four taxi via golf zero hold short to echo eight zero,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"romeo hold short to golf niner runwau zero two left , canada nine five one",B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
monitor singapore tower one two two decimal five five emirates nine two two,B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
yankee eight yold short one two four three egypt air three three,B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O O O O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"copied , taxi via bravo one six hold short hotel , airfly tree zero",O O B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY O B-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"switch over to ground one two one decimal seven two frontiwer eight seven zero , good day",O O O B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GREETING I-GREETING,pilot,readback
one two two five five ethiopian zero good night,O O O O O B-CALLSIGN I-CALLSIGN B-GREETING I-GREETING,pilot,readback
"spirit one three four , hold short juliet , switch over to singapore tower one one eigth decimal two five , so long",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY O O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"royal nepal six singapore ar will be taxiing off shortly , once traffic is cleared expedite golf five hoyld short to victor eight niner",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-VEHICLE I-VEHICLE O O B-ACTION O O O O O O O O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"airindia three four tree four ene , hold short of xray switch over to singapore tower one one eight decinmal six , bye bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"korean air nine sveen hold short of romeo monitor singapore ground one one eight decimal two five , good day",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"apron quebec four lima , delta tree six malaysian on zero tree tree",B-GATE I-GATE I-GATE I-GATE O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"affirm , pushback approved , canada six",O O O B-STATUS O B-CALLSIGN I-CALLSIGN,pilot,readback
wiclo juliet nine niner hold short foxtrot behind jetstar airbus three two zero from rigt to left pia four nine four zero four,O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O O O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"thai asia eight seven one tree , traffic is qantas boeing seven eight seven taxiing on papa from right to left , confirm your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE B-ACTION O B-TAXIWAY O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O O O O O,controller,traffic
"iberia five nine ree number one dsto cathay six five eight from right to left , taxi victor trjee , hold short of alpha",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER O B-ACTION B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY,controller,traffic
peach four seven nine three trafnfic is jetstar airbus three two zero taxiing on india two five confirm your traffic in sight,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O O O,controller,traffic
southwest two zero three prqoceed ofxtrot two six november zero eight stand zulu niner five,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY I-TAXIWAY B-GATE I-GATE I-GATE I-GATE,controller,taxi
"ethiopian tree nine traffic is bangkok air airbus three one nine , taxiing on zulu , confirm your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-ACTION O B-TAXIWAY O O O O O O,controller,traffic
"affirmative standard pushback approved , bangkok air tree",O O O B-STATUS O B-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
zulu taxi via hotel tree one fedex one good day,B-TAXIWAY B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-CALLSIGN I-CALLSIGN B-GREETING I-GREETING,pilot,readback
"bravo seven six lima , standard pushback supergreen tree",B-GATE I-GATE I-GATE I-GATE O O B-ACTION B-CALLSIGN I-CALLSIGN,pilot,readback
pushback approved airfly three,O B-STATUS B-CALLSIGN I-CALLSIGN,pilot,readback
"mentari two five nine three cathay pacific airbus three five nine on your left will be taxiing off shortly , once traffic is cleared taxi via bravo hold short juliet zero eight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER O O B-ACTION O O O O O O O B-ACTION O B-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"polish three niner zero six , traffic ahead will be taxiing off shortly , recleared india hold short of kilo niner zero",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-QUALIFIER O O O O O O B-ACTION B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"zulu five , hold short sierra zero , brussels eight",B-TAXIWAY I-TAXIWAY O O O B-TAXIWAY I-TAXIWAY O B-CALLSIGN I-CALLSIGN,pilot,readback
"egypt air zero five , traffic ahead will be taxiing ff shortly taxi to sierra zero hold short to mike four eight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-QUALIFIER O O O O O B-ACTION O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"switch over to singapore ground , one two two decimal five five , kuwait six nine eight nine three , so long",O O O B-CONTROLLER I-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GREETING I-GREETING,pilot,readback
"one two one seven two , france air three two niner tree four bye bye",B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GREETING I-GREETING,pilot,readback
roger number one to the singapore airline airbus three five zero on our right continue november zero airfrance seven,O O O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O O B-ACTION B-TAXIWAY I-TAXIWAY B-CALLSIGN I-CALLSIGN,pilot,readback
"pakistan niner niner four , behind the vacating qantas airbus a three thirty on your left , taxi uniform nine victor four holding point runway two zero right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-ACTION B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER O B-ACTION B-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,traffic
quebec for juliet zero tree left srilankan five four one,B-TAXIWAY O B-GATE I-GATE I-GATE I-GATE B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"avianca niner three stand xray eight eight lima taxi via xray three seven , xray",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE I-GATE I-GATE B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O,controller,taxi
"korean air nine six , traffic is cathay six five eight taxiing on november seven confirm your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE B-ACTION O B-TAXIWAY I-TAXIWAY O O O O O,controller,traffic
"qantas zero tree four seven traffic is qantas airbus three three czero , taxiing on foxtrot six on your left , confirm your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-ACTION O B-TAXIWAY I-TAXIWAY O O B-QUALIFIER O O O O O O,controller,traffic
"roger number one to the jetstar asia on our right turn foxtrot five one affirmative , condor four five nine one three",O O O O O B-VEHICLE I-VEHICLE O O O O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
roger japanair isx zero,O B-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"turkish nine tree zero , tnraffic is singapore airbus three five nine taxiing on romeo one from right to left , confirm your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE B-ACTION O B-TAXIWAY I-TAXIWAY O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O O O O O,controller,traffic
roger standing by eastern china tree,O O O B-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
